,trial,set,rel,t1,t2,p1,p2,list,prime,target,target.len,target.freq,response,time,participant,list,item
,,,,,,,,,,,,,,,,,
20144,465,s,u,s,t10,s,p9,l2,crayon,raft,4,395,word,625,7,3,st10
,,,,,,,,,,,,,,,,,
20145,466,s,n,n,t214,n,p214,l2,accordion,gloudburst,10,,nonword,584,7,3,nt214
,,,,,,,,,,,,,,,,,
20146,467,s,n,n,t225,n,p225,l2,toy,belf,4,,nonword,699,7,3,nt225
,,,,,,,,,,,,,,,,,
20147,468,s,n,n,t256,n,p256,l2,box,pheeze,6,,nonword,467,7,3,nt256
,,,,,,,,,,,,,,,,,
20148,469,s,n,n,t244,n,p244,l2,recommendation,blurvival,9,,nonword,541,7,3,nt244
,,,,,,,,,,,,,,,,,
20149,470,s,u,u,t130,u,p130,l2,sea,president,9,17036,word,498,7,3,ut130
,,,,,,,,,,,,,,,,,
20150,471,s,u,s,t13,s,p7,l2,hoe,subway,6,161,word,466,7,3,st13
,,,,,,,,,,,,,,,,,
20151,472,s,n,n,t255,n,p255,l2,firewood,fammer,6,,nonword,531,7,3,nt255
,,,,,,,,,,,,,,,,,
20152,473,s,n,n,t196,n,p196,l2,rabbit,fross,5,,nonword,503,7,3,nt196
,,,,,,,,,,,,,,,,,
20153,474,s,r,s,t18,s,p18,l2,eagle,hawk,4,548,word,703,7,3,st18
,,,,,,,,,,,,,,,,,
20154,475,s,u,u,t122,u,p122,l2,warehouse,misery,6,1288,word,557,7,3,ut122
,,,,,,,,,,,,,,,,,
20155,476,s,u,s,t6,s,p14,l2,microwave,prune,5,260,nonword,495,7,3,st6
,,,,,,,,,,,,,,,,,
20156,477,s,u,u,t126,u,p126,l2,bout,appeal,6,10638,word,510,7,3,ut126
,,,,,,,,,,,,,,,,,
20157,478,s,u,s,t4,s,p2,l2,whale,beans,5,1827,word,441,7,3,st4
,,,,,,,,,,,,,,,,,
20158,479,s,u,u,t132,u,p132,l2,tea,existence,9,6506,word,468,7,3,ut132
,,,,,,,,,,,,,,,,,
20159,480,s,r,s,t25,s,p25,l2,shed,barn,4,1560,word,593,7,3,st25
,,,,,,,,,,,,,,,,,
20160,481,s,u,u,t107,u,p107,l2,plague,urge,4,3871,word,472,7,3,ut107
,,,,,,,,,,,,,,,,,
20161,2,m,u,u,t060,u,p060,l2,parliament,satisfaction,12,2866,word,575,8,4,ut060
,,,,,,,,,,,,,,,,,
20162,3,m,r,m,p087,m,t087,l2,blacksmith,rod,3,1860,word,464,8,4,mp087
,,,,,,,,,,,,,,,,,
20163,4,m,n,n,t040,n,p040,l2,bayonet,kag,3,,nonword,577,8,4,nt040
,,,,,,,,,,,,,,,,,
20164,5,m,n,n,t088,n,p088,l2,ticket,loccert,7,,nonword,501,8,4,nt088
,,,,,,,,,,,,,,,,,
20165,6,m,u,u,t062,u,p062,l2,mall,harm,4,2255,word,635,8,4,ut062
,,,,,,,,,,,,,,,,,
20166,7,m,r,m,p050,m,t050,l2,assassin,pistol,6,895,word,507,8,4,mp050
,,,,,,,,,,,,,,,,,
20167,8,m,n,n,t133,n,p133,l2,fin,bleng,5,,nonword,681,8,4,nt133
,,,,,,,,,,,,,,,,,
20168,9,m,r,m,p048,m,t048,l2,speaker,group,5,60248,word,411,8,4,mp048
,,,,,,,,,,,,,,,,,
20169,10,m,u,m,p036,m,t035,l2,reader,spelling,8,1000,word,506,8,4,mp036
,,,,,,,,,,,,,,,,,
20170,11,m,u,u,t034,u,p034,l2,corral,elation,7,153,word,880,8,4,ut034
,,,,,,,,,,,,,,,,,
20171,12,m,n,n,t121,n,p121,l2,motorist,ondurance,9,,nonword,698,8,4,nt121
,,,,,,,,,,,,,,,,,
20172,13,m,n,n,t061,n,p061,l2,trolley,gaty,4,,nonword,609,8,4,nt061
,,,,,,,,,,,,,,,,,
20173,14,m,n,n,t125,n,p125,l2,pyramid,canbeen,7,,nonword,737,8,4,nt125
,,,,,,,,,,,,,,,,,
20174,15,m,u,m,p021,m,t020,l2,cook,cops,4,722,word,568,8,4,mp021
,,,,,,,,,,,,,,,,,
20175,16,m,u,m,p007,m,t006,l2,author,grandchildren,13,493,word,620,8,4,mp007
,,,,,,,,,,,,,,,,,
20176,17,m,n,n,t134,n,p134,l2,parka,tald,4,,nonword,668,8,4,nt134
,,,,,,,,,,,,,,,,,
20177,18,m,n,n,t136,n,p136,l2,buffet,moadey,6,,nonword,604,8,4,nt136
,,,,,,,,,,,,,,,,,
20178,19,m,u,m,p003,m,t002,l2,detective,witness,7,3246,word,484,8,4,mp003
,,,,,,,,,,,,,,,,,
20179,20,m,r,m,p081,m,t081,l2,driver,tire,4,317,word,422,8,4,mp081
,,,,,,,,,,,,,,,,,
20180,21,m,u,u,t073,u,p073,l2,layer,outcry,6,291,nonword,486,8,4,ut073
,,,,,,,,,,,,,,,,,
20181,22,m,r,m,p058,m,t058,l2,teenager,breasts,7,2755,word,524,8,4,mp058
,,,,,,,,,,,,,,,,,
20182,23,m,u,u,t061,u,p061,l2,clearance,adolescence,11,455,word,905,8,4,ut061
,,,,,,,,,,,,,,,,,
20183,24,m,n,n,t105,n,p105,l2,pudding,feech,5,,nonword,474,8,4,nt105
,,,,,,,,,,,,,,,,,
20184,25,m,n,n,t085,n,p085,l2,blender,yorman,6,,nonword,556,8,4,nt085
,,,,,,,,,,,,,,,,,
20185,26,m,u,m,p014,m,t013,l2,writer,building,8,22583,word,458,8,4,mp014
,,,,,,,,,,,,,,,,,
20186,27,m,n,n,t050,n,p050,l2,iguana,jottabe,7,,nonword,414,8,4,nt050
,,,,,,,,,,,,,,,,,
20187,28,m,n,n,t126,n,p126,l2,reach,traph,5,,nonword,582,8,4,nt126
,,,,,,,,,,,,,,,,,
20188,29,m,n,n,t074,n,p074,l2,eraser,faney,5,,word,410,8,4,nt074
,,,,,,,,,,,,,,,,,
20189,30,m,n,n,t091,n,p091,l2,screws,tearch,6,,nonword,773,8,4,nt091
,,,,,,,,,,,,,,,,,
20190,31,m,u,u,t096,u,p096,l2,crisis,silence,7,5235,word,728,8,4,ut096
,,,,,,,,,,,,,,,,,
20191,32,m,u,u,t084,u,p084,l2,park,speculation,11,1845,word,504,8,4,ut084
,,,,,,,,,,,,,,,,,
20192,33,m,n,n,t191,n,p191,l2,gingerbread,perometer,9,,nonword,476,8,4,nt191
,,,,,,,,,,,,,,,,,
20193,34,m,u,u,t016,u,p016,l2,accident,ambition,8,2287,word,516,8,4,ut016
,,,,,,,,,,,,,,,,,
20194,35,m,n,n,t037,n,p037,l2,rat,onnerval,8,,nonword,575,8,4,nt037
,,,,,,,,,,,,,,,,,
20195,36,m,n,n,t055,n,p055,l2,desk,eppirt,6,,nonword,652,8,4,nt055
,,,,,,,,,,,,,,,,,
20196,37,m,u,m,p002,m,t001,l2,attorney,dough,5,323,word,496,8,4,mp002
,,,,,,,,,,,,,,,,,
20197,38,m,u,m,p037,m,t036,l2,electrician,line,4,33159,word,505,8,4,mp037
,,,,,,,,,,,,,,,,,
20198,39,m,r,m,p063,m,t063,l2,boss,accountant,10,2172,word,646,8,4,mp063
,,,,,,,,,,,,,,,,,
20199,40,m,u,u,t048,u,p048,l2,parakeet,kidnapper,9,249,word,799,8,4,ut048
,,,,,,,,,,,,,,,,,
20200,41,m,n,n,t066,n,p066,l2,stick,zeef,4,,nonword,556,8,4,nt066
,,,,,,,,,,,,,,,,,
20201,42,m,u,u,t046,u,p046,l2,arcade,comedy,6,1525,word,478,8,4,ut046
,,,,,,,,,,,,,,,,,
20202,43,m,n,n,t172,n,p172,l2,lion,prutten,7,,nonword,497,8,4,nt172
,,,,,,,,,,,,,,,,,
20203,44,m,u,u,t030,u,p030,l2,tip,commission,10,11018,word,420,8,4,ut030
,,,,,,,,,,,,,,,,,
20204,45,m,u,m,p004,m,t003,l2,caterer,street,6,23549,word,415,8,4,mp004
,,,,,,,,,,,,,,,,,
20205,46,m,n,n,t118,n,p118,l2,gorilla,flutch,6,,nonword,675,8,4,nt118
,,,,,,,,,,,,,,,,,
20206,47,m,r,m,p069,m,t069,l2,chef,dinner,6,6277,word,431,8,4,mp069
,,,,,,,,,,,,,,,,,
20207,48,m,n,n,t071,n,p071,l2,stool,pighter,7,,nonword,594,8,4,nt071
,,,,,,,,,,,,,,,,,
20208,49,m,n,n,t056,n,p056,l2,marble,voresee,7,,nonword,510,8,4,nt056
,,,,,,,,,,,,,,,,,
20209,50,m,u,m,p028,m,t027,l2,lifeguard,puppet,6,546,word,393,8,4,mp028
,,,,,,,,,,,,,,,,,
20210,51,m,u,u,t079,u,p079,l2,badge,client,6,10824,word,580,8,4,ut079
,,,,,,,,,,,,,,,,,
20211,52,m,n,n,t119,n,p119,l2,walrus,spotosition,11,,nonword,632,8,4,nt119
,,,,,,,,,,,,,,,,,
20212,53,m,n,n,t137,n,p137,l2,catfish,sempt,5,,nonword,567,8,4,nt137
,,,,,,,,,,,,,,,,,
20213,54,m,u,m,p012,m,t011,l2,maid,back,4,75243,word,481,8,4,mp012
,,,,,,,,,,,,,,,,,
20214,55,m,u,u,t036,u,p036,l2,nightclub,blackboard,10,267,word,683,8,4,ut036
,,,,,,,,,,,,,,,,,
20215,56,m,n,n,t144,n,p144,l2,dog,kastan,6,,nonword,529,8,4,nt144
,,,,,,,,,,,,,,,,,
20216,57,m,n,n,t072,n,p072,l2,tail,cleash,6,,nonword,767,8,4,nt072
,,,,,,,,,,,,,,,,,
20217,58,m,r,m,p068,m,t068,l2,dancer,ankle,5,1422,word,691,8,4,mp068
,,,,,,,,,,,,,,,,,
20218,59,m,n,n,t123,n,p123,l2,kettle,nounge,6,,nonword,522,8,4,nt123
,,,,,,,,,,,,,,,,,
20219,60,m,u,m,p017,m,t016,l2,mother,haiku,5,26,word,834,8,4,mp017
,,,,,,,,,,,,,,,,,
20220,61,m,r,m,p075,m,t075,l2,policeman,light,5,20028,word,462,8,4,mp075
,,,,,,,,,,,,,,,,,
20221,62,m,u,u,t020,u,p020,l2,market,camp,4,4446,word,579,8,4,ut020
,,,,,,,,,,,,,,,,,
20222,63,m,n,n,t151,n,p151,l2,card,legenk,6,,nonword,560,8,4,nt151
,,,,,,,,,,,,,,,,,
20223,64,m,u,u,t098,u,p098,l2,pebble,intelligence,12,3437,word,468,8,4,ut098
,,,,,,,,,,,,,,,,,
20224,65,m,n,n,t047,n,p047,l2,rack,shib,4,,nonword,651,8,4,nt047
,,,,,,,,,,,,,,,,,
20225,66,m,n,n,t158,n,p158,l2,napkin,kister,6,,nonword,585,8,4,nt158
,,,,,,,,,,,,,,,,,
20226,67,m,n,n,t020,n,p020,l2,basement,traxle,6,,nonword,572,8,4,nt020
,,,,,,,,,,,,,,,,,
20227,68,m,r,m,p061,m,t061,l2,dieter,weight,6,9181,word,406,8,4,mp061
,,,,,,,,,,,,,,,,,
20228,69,m,r,m,p078,m,t078,l2,musician,piano,5,2040,word,425,8,4,mp078
,,,,,,,,,,,,,,,,,
20229,70,m,n,n,t171,n,p171,l2,cupboard,gluff,5,,nonword,531,8,4,nt171
,,,,,,,,,,,,,,,,,
20230,71,m,n,n,t139,n,p139,l2,pen,wompt,5,,nonword,531,8,4,nt139
,,,,,,,,,,,,,,,,,
20231,72,m,r,m,p046,m,t046,l2,boxer,punch,5,1392,word,531,8,4,mp046
,,,,,,,,,,,,,,,,,
20232,73,m,u,u,t102,u,p102,l2,graduate,measles,7,239,nonword,533,8,4,ut102
,,,,,,,,,,,,,,,,,
20233,74,m,u,u,t066,u,p066,l2,capitalist,community,9,27025,word,586,8,4,ut066
,,,,,,,,,,,,,,,,,
20234,75,m,u,u,t058,u,p058,l2,alley,jacuzzi,7,78,word,620,8,4,ut058
,,,,,,,,,,,,,,,,,
20235,76,m,n,n,t068,n,p068,l2,coyote,zanner,6,,nonword,562,8,4,nt068
,,,,,,,,,,,,,,,,,
20236,77,m,u,u,t021,u,p021,l2,glove,connection,10,7077,word,549,8,4,ut021
,,,,,,,,,,,,,,,,,
20237,78,m,n,n,t181,n,p181,l2,vine,pognition,9,,nonword,594,8,4,nt181
,,,,,,,,,,,,,,,,,
20238,79,m,r,m,p084,m,t084,l2,butler,shoes,5,4596,word,482,8,4,mp084
,,,,,,,,,,,,,,,,,
20239,80,m,n,n,t160,n,p160,l2,palace,pattress,8,,nonword,666,8,4,nt160
,,,,,,,,,,,,,,,,,
20240,81,m,u,u,t064,u,p064,l2,shot,picnic,6,714,word,508,8,4,ut064
,,,,,,,,,,,,,,,,,
20241,82,m,n,n,t084,n,p084,l2,course,koneri,6,,nonword,663,8,4,nt084
,,,,,,,,,,,,,,,,,
20242,83,m,u,u,t015,u,p015,l2,riot,trip,4,5531,word,390,8,4,ut015
,,,,,,,,,,,,,,,,,
20243,84,m,u,u,t038,u,p038,l2,pantry,insanity,8,213,word,769,8,4,ut038
,,,,,,,,,,,,,,,,,
20244,85,m,n,n,t103,n,p103,l2,loan,exdences,8,,nonword,781,8,4,nt103
,,,,,,,,,,,,,,,,,
20245,86,m,n,n,t141,n,p141,l2,dove,plinge,6,,nonword,624,8,4,nt141
,,,,,,,,,,,,,,,,,
20246,87,m,r,m,p064,m,t064,l2,composer,score,5,5032,word,649,8,4,mp064
,,,,,,,,,,,,,,,,,
20247,88,m,r,m,p059,m,t059,l2,nurse,victim,6,6630,word,395,8,4,mp059
,,,,,,,,,,,,,,,,,
20248,89,m,u,u,t082,u,p082,l2,saucepan,wing,4,5160,word,414,8,4,ut082
,,,,,,,,,,,,,,,,,
20249,90,m,n,n,t150,n,p150,l2,cathedral,smeater,7,,nonword,842,8,4,nt150
,,,,,,,,,,,,,,,,,
20250,91,m,u,u,t090,u,p090,l2,defection,pleasure,8,5570,word,493,8,4,ut090
,,,,,,,,,,,,,,,,,
20251,92,m,u,m,p013,m,t012,l2,soldier,pan,3,2130,word,492,8,4,mp013
,,,,,,,,,,,,,,,,,
20252,93,m,n,n,t048,n,p048,l2,inn,graw,4,,nonword,684,8,4,nt048
,,,,,,,,,,,,,,,,,
20253,94,m,n,n,t177,n,p177,l2,contour,nurrent,7,,nonword,941,8,4,nt177
,,,,,,,,,,,,,,,,,
20254,95,m,n,n,t053,n,p053,l2,tomb,vedigree,8,,nonword,757,8,4,nt053
,,,,,,,,,,,,,,,,,
20255,96,m,n,n,t108,n,p108,l2,hovercraft,hingle,6,,word,590,8,4,nt108
,,,,,,,,,,,,,,,,,
20256,97,m,n,n,t157,n,p157,l2,pine,kithy,5,,nonword,741,8,4,nt157
,,,,,,,,,,,,,,,,,
20257,98,m,u,u,t019,u,p019,l2,service,fear,4,9382,word,649,8,4,ut019
,,,,,,,,,,,,,,,,,
20258,99,m,u,m,p031,m,t030,l2,player,cartel,6,423,nonword,582,8,4,mp031
,,,,,,,,,,,,,,,,,
20259,100,m,n,n,t097,n,p097,l2,wheel,chennal,7,,nonword,819,8,4,nt097
,,,,,,,,,,,,,,,,,
20260,101,m,u,u,t035,u,p035,l2,chapter,mineral,7,2259,word,559,8,4,ut035
,,,,,,,,,,,,,,,,,
20261,102,m,u,m,p019,m,t018,l2,teenager,machinery,9,2403,word,662,8,4,mp019
,,,,,,,,,,,,,,,,,
20262,103,m,r,m,p079,m,t079,l2,glutton,meal,4,6532,word,595,8,4,mp079
,,,,,,,,,,,,,,,,,
20263,104,m,u,u,t055,u,p055,l2,downtown,relief,6,6605,word,735,8,4,ut055
,,,,,,,,,,,,,,,,,
20264,105,m,n,n,t149,n,p149,l2,eel,valf,4,,nonword,666,8,4,nt149
,,,,,,,,,,,,,,,,,
20265,106,m,r,m,p067,m,t067,l2,tattletale,friend,6,30888,word,451,8,4,mp067
,,,,,,,,,,,,,,,,,
20266,107,m,n,n,t026,n,p026,l2,root,mawonnaise,10,,nonword,647,8,4,nt026
,,,,,,,,,,,,,,,,,
20267,108,m,n,n,t107,n,p107,l2,platypus,neak,4,,nonword,940,8,4,nt107
,,,,,,,,,,,,,,,,,
20268,109,m,u,u,t024,u,p024,l2,jet,grandpa,7,145,word,715,8,4,ut024
,,,,,,,,,,,,,,,,,
20269,110,m,n,n,t106,n,p106,l2,socket,talace,6,,nonword,634,8,4,nt106
,,,,,,,,,,,,,,,,,
20270,111,m,u,u,t077,u,p077,l2,erosion,wonder,6,11506,word,519,8,4,ut077
,,,,,,,,,,,,,,,,,
20271,112,m,n,n,t104,n,p104,l2,laboratory,kutten,6,,nonword,838,8,4,nt104
,,,,,,,,,,,,,,,,,
20272,113,m,u,u,t093,u,p093,l2,farm,label,5,2849,nonword,863,8,4,ut093
,,,,,,,,,,,,,,,,,
20273,114,m,n,n,t029,n,p029,l2,papaya,jalen,5,,nonword,745,8,4,nt029
,,,,,,,,,,,,,,,,,
20274,115,m,n,n,t165,n,p165,l2,clamp,yari,4,,nonword,510,8,4,nt165
,,,,,,,,,,,,,,,,,
20275,116,m,n,n,t182,n,p182,l2,magnet,solox,5,,nonword,546,8,4,nt182
,,,,,,,,,,,,,,,,,
20276,117,m,r,m,p080,m,t080,l2,child,mouth,5,9336,word,546,8,4,mp080
,,,,,,,,,,,,,,,,,
20277,118,m,n,n,t054,n,p054,l2,establishment,brophy,6,,nonword,617,8,4,nt054
,,,,,,,,,,,,,,,,,
20278,119,m,u,u,t059,u,p059,l2,consultant,distortion,10,924,word,608,8,4,ut059
,,,,,,,,,,,,,,,,,
20279,120,m,n,n,t034,n,p034,l2,tiger,speight,7,,nonword,528,8,4,nt034
,,,,,,,,,,,,,,,,,
20280,121,m,n,n,t109,n,p109,l2,biscuit,pedu,4,,nonword,602,8,4,nt109
,,,,,,,,,,,,,,,,,
20281,122,m,n,n,t184,n,p184,l2,dishcloth,microscone,10,,nonword,664,8,4,nt184
,,,,,,,,,,,,,,,,,
20282,123,m,u,u,t097,u,p097,l2,day,waiter,6,927,word,450,8,4,ut097
,,,,,,,,,,,,,,,,,
20283,124,m,n,n,t155,n,p155,l2,ball,chig,4,,nonword,487,8,4,nt155
,,,,,,,,,,,,,,,,,
20284,125,m,u,u,t056,u,p056,l2,threat,shirt,5,3383,word,451,8,4,ut056
,,,,,,,,,,,,,,,,,
20285,126,m,n,n,t111,n,p111,l2,mop,starb,5,,nonword,528,8,4,nt111
,,,,,,,,,,,,,,,,,
20286,127,m,r,m,p065,m,t065,l2,player,match,5,8922,word,363,8,4,mp065
,,,,,,,,,,,,,,,,,
20287,128,m,n,n,t146,n,p146,l2,cottage,tweller,7,,nonword,521,8,4,nt146
,,,,,,,,,,,,,,,,,
20288,129,m,n,n,t110,n,p110,l2,abuse,efforb,6,,nonword,783,8,4,nt110
,,,,,,,,,,,,,,,,,
20289,130,m,u,u,t070,u,p070,l2,tennis,history,7,19782,word,423,8,4,ut070
,,,,,,,,,,,,,,,,,
20290,131,m,n,n,t083,n,p083,l2,doll,jamp,4,,nonword,804,8,4,nt083
,,,,,,,,,,,,,,,,,
20291,132,m,u,u,t069,u,p069,l2,shark,essence,7,1927,word,498,8,4,ut069
,,,,,,,,,,,,,,,,,
20292,133,m,u,u,t089,u,p089,l2,colony,goodness,8,1438,word,671,8,4,ut089
,,,,,,,,,,,,,,,,,
20293,134,m,n,n,t070,n,p070,l2,pig,parwon,6,,nonword,540,8,4,nt070
,,,,,,,,,,,,,,,,,
20294,135,m,r,m,p060,m,t060,l2,skier,leg,3,11176,word,619,8,4,mp060
,,,,,,,,,,,,,,,,,
20295,136,m,n,n,t024,n,p024,l2,broccoli,lerve,5,,nonword,561,8,4,nt024
,,,,,,,,,,,,,,,,,
20296,137,m,n,n,t093,n,p093,l2,clubhouse,snock,5,,word,509,8,4,nt093
,,,,,,,,,,,,,,,,,
20297,138,m,r,m,p047,m,t047,l2,quarterback,yards,5,6634,word,639,8,4,mp047
,,,,,,,,,,,,,,,,,
20298,139,m,n,n,t153,n,p153,l2,diamond,janel,5,,nonword,557,8,4,nt153
,,,,,,,,,,,,,,,,,
20299,140,m,u,u,t026,u,p026,l2,lecture,bride,5,1235,word,437,8,4,ut026
,,,,,,,,,,,,,,,,,
20300,141,m,r,m,p044,m,t044,l2,performer,hair,4,14128,word,588,8,4,mp044
,,,,,,,,,,,,,,,,,
20301,142,m,r,m,p074,m,t074,l2,smoker,habit,5,3839,word,541,8,4,mp074
,,,,,,,,,,,,,,,,,
20302,143,m,r,m,p066,m,t066,l2,cook,lunch,5,5481,word,458,8,4,mp066
,,,,,,,,,,,,,,,,,
20303,144,m,n,n,t127,n,p127,l2,lake,hounge,6,,nonword,543,8,4,nt127
,,,,,,,,,,,,,,,,,
20304,145,m,n,n,t180,n,p180,l2,painting,thattress,9,,nonword,729,8,4,nt180
,,,,,,,,,,,,,,,,,
20305,146,m,n,n,t142,n,p142,l2,rhubarb,pait,4,,nonword,737,8,4,nt142
,,,,,,,,,,,,,,,,,
20306,147,m,n,n,t163,n,p163,l2,taxi,ronk,4,,nonword,800,8,4,nt163
,,,,,,,,,,,,,,,,,
20307,148,m,n,n,t042,n,p042,l2,layman,rancer,6,,nonword,697,8,4,nt042
,,,,,,,,,,,,,,,,,
20308,149,m,n,n,t115,n,p115,l2,fire,caltus,6,,nonword,719,8,4,nt115
,,,,,,,,,,,,,,,,,
20309,150,m,n,n,t185,n,p185,l2,employee,cloi,4,,nonword,451,8,4,nt185
,,,,,,,,,,,,,,,,,
20310,151,m,n,n,t032,n,p032,l2,potato,blurvine,8,,nonword,539,8,4,nt032
,,,,,,,,,,,,,,,,,
20311,152,m,u,m,p029,m,t028,l2,mechanic,boy,3,20503,word,431,8,4,mp029
,,,,,,,,,,,,,,,,,
20312,153,m,n,n,t120,n,p120,l2,banana,smill,5,,nonword,693,8,4,nt120
,,,,,,,,,,,,,,,,,
20313,154,m,r,m,p051,m,t051,l2,spy,camera,6,3823,word,523,8,4,mp051
,,,,,,,,,,,,,,,,,
20314,155,m,u,m,p035,m,t034,l2,journalist,blockbuster,11,163,word,559,8,4,mp035
,,,,,,,,,,,,,,,,,
20315,156,m,n,n,t057,n,p057,l2,otter,peme,4,,nonword,482,8,4,nt057
,,,,,,,,,,,,,,,,,
20316,157,m,u,u,t057,u,p057,l2,battleground,anxiety,7,3091,word,590,8,4,ut057
,,,,,,,,,,,,,,,,,
20317,158,m,n,n,t025,n,p025,l2,dish,kess,4,,nonword,579,8,4,nt025
,,,,,,,,,,,,,,,,,
20318,159,m,u,u,t017,u,p017,l2,nozzle,monitor,7,3532,word,590,8,4,ut017
,,,,,,,,,,,,,,,,,
20319,160,m,u,u,t052,u,p052,l2,tower,fury,4,1088,word,663,8,4,ut052
,,,,,,,,,,,,,,,,,
20320,161,m,n,n,t043,n,p043,l2,freezer,froabin,7,,nonword,527,8,4,nt043
,,,,,,,,,,,,,,,,,
20321,162,m,n,n,t116,n,p116,l2,suitcase,dexi,4,,nonword,606,8,4,nt116
,,,,,,,,,,,,,,,,,
20322,163,m,n,n,t078,n,p078,l2,rocker,bipe,4,,nonword,587,8,4,nt078
,,,,,,,,,,,,,,,,,
20323,164,m,n,n,t052,n,p052,l2,tinsel,persbiration,12,,nonword,696,8,4,nt052
,,,,,,,,,,,,,,,,,
20324,165,m,u,u,t043,u,p043,l2,wedding,motor,5,4705,word,570,8,4,ut043
,,,,,,,,,,,,,,,,,
20325,166,m,n,n,t090,n,p090,l2,turnip,frell,5,,nonword,568,8,4,nt090
,,,,,,,,,,,,,,,,,
20326,167,m,n,n,t094,n,p094,l2,rank,glealth,7,,nonword,500,8,4,nt094
,,,,,,,,,,,,,,,,,
20327,168,m,n,n,t161,n,p161,l2,atlas,anory,5,,nonword,521,8,4,nt161
,,,,,,,,,,,,,,,,,
20328,169,m,n,n,t058,n,p058,l2,elephant,rix,3,,nonword,695,8,4,nt058
,,,,,,,,,,,,,,,,,
20329,170,m,u,u,t053,u,p053,l2,birth,literature,10,5161,word,458,8,4,ut053
,,,,,,,,,,,,,,,,,
20330,171,m,u,u,t080,u,p080,l2,anniversary,research,8,25538,word,653,8,4,ut080
,,,,,,,,,,,,,,,,,
20331,172,m,u,m,p016,m,t015,l2,poet,television,10,9921,word,502,8,4,mp016
,,,,,,,,,,,,,,,,,
20332,173,m,u,u,t033,u,p033,l2,flood,madness,7,779,word,651,8,4,ut033
,,,,,,,,,,,,,,,,,
20333,174,m,n,n,t039,n,p039,l2,bead,mondey,6,,nonword,677,8,4,nt039
,,,,,,,,,,,,,,,,,
20334,175,m,u,u,t039,u,p039,l2,stickler,awareness,9,3537,word,490,8,4,ut039
,,,,,,,,,,,,,,,,,
20335,176,m,n,n,t156,n,p156,l2,garlic,batace,6,,nonword,642,8,4,nt156
,,,,,,,,,,,,,,,,,
20336,177,m,u,u,t068,u,p068,l2,lantern,integrity,9,1468,word,859,8,4,ut068
,,,,,,,,,,,,,,,,,
20337,178,m,u,u,t050,u,p050,l2,marker,pizza,5,614,word,524,8,4,ut050
,,,,,,,,,,,,,,,,,
20338,179,m,u,u,t028,u,p028,l2,admission,instinct,8,1715,word,485,8,4,ut028
,,,,,,,,,,,,,,,,,
20339,180,m,u,m,p018,m,t017,l2,worker,newborn,7,216,word,502,8,4,mp018
,,,,,,,,,,,,,,,,,
20340,181,m,r,m,p077,m,t077,l2,soldier,enemy,5,4597,word,490,8,4,mp077
,,,,,,,,,,,,,,,,,
20341,182,m,n,n,t176,n,p176,l2,seal,spathy,6,,nonword,626,8,4,nt176
,,,,,,,,,,,,,,,,,
20342,183,m,n,n,t154,n,p154,l2,manure,typocrisy,9,,nonword,1502,8,4,nt154
,,,,,,,,,,,,,,,,,
20343,184,m,r,m,p057,m,t057,l2,woman,eyebrows,8,1258,word,832,8,4,mp057
,,,,,,,,,,,,,,,,,
20344,185,m,n,n,t028,n,p028,l2,plug,nuck,4,,nonword,630,8,4,nt028
,,,,,,,,,,,,,,,,,
20345,186,m,u,m,p030,m,t029,l2,druglord,brakes,6,1036,word,688,8,4,mp030
,,,,,,,,,,,,,,,,,
20346,187,m,n,n,t152,n,p152,l2,fawn,clectane,8,,nonword,631,8,4,nt152
,,,,,,,,,,,,,,,,,
20347,188,m,n,n,t089,n,p089,l2,pony,strough,7,,nonword,1044,8,4,nt089
,,,,,,,,,,,,,,,,,
20348,189,m,u,u,t042,u,p042,l2,moose,suspicion,9,2161,word,534,8,4,ut042
,,,,,,,,,,,,,,,,,
20349,190,m,n,n,t162,n,p162,l2,tradition,polate,6,,nonword,724,8,4,nt162
,,,,,,,,,,,,,,,,,
20350,191,m,r,m,p049,m,t049,l2,politician,truth,5,8391,word,570,8,4,mp049
,,,,,,,,,,,,,,,,,
20351,192,m,n,n,t183,n,p183,l2,nylons,varish,6,,nonword,665,8,4,nt183
,,,,,,,,,,,,,,,,,
20352,193,m,n,n,t033,n,p033,l2,spoon,orteed,6,,nonword,522,8,4,nt033
,,,,,,,,,,,,,,,,,
20353,194,m,n,n,t059,n,p059,l2,toilet,feny,4,,nonword,609,8,4,nt059
,,,,,,,,,,,,,,,,,
20354,195,m,r,m,p082,m,t082,l2,gardener,vegetable,9,2714,word,753,8,4,mp082
,,,,,,,,,,,,,,,,,
20355,196,m,n,n,t117,n,p117,l2,hose,voint,5,,nonword,768,8,4,nt117
,,,,,,,,,,,,,,,,,
20356,197,m,n,n,t051,n,p051,l2,brush,weg,3,,nonword,769,8,4,nt051
,,,,,,,,,,,,,,,,,
20357,198,m,n,n,t166,n,p166,l2,mark,jeir,4,,nonword,551,8,4,nt166
,,,,,,,,,,,,,,,,,
20358,199,m,n,n,t075,n,p075,l2,river,kenial,6,,nonword,818,8,4,nt075
,,,,,,,,,,,,,,,,,
20359,200,m,n,n,t178,n,p178,l2,scissors,habe,4,,nonword,700,8,4,nt178
,,,,,,,,,,,,,,,,,
20360,201,m,n,n,t122,n,p122,l2,broadcast,spoble,6,,nonword,580,8,4,nt122
,,,,,,,,,,,,,,,,,
