"subj" "subjNum" "expt" "order" "item" "itemNum" "verb" "attachment" "numorder" "cond" "pos" "text" "crit" "rt" "correct" "length" "words"
"23630" "subj38" 38 1 56 "item9" 9 "nonIC" "low" "sg" "nonIClow" 8 "often" "RC_VERB+1" 416.77 1 5 1
"23643" "subj38" 38 1 32 "item10" 10 "IC" "high" "sg" "IChigh" 8 "always" "RC_VERB+1" 548.86 1 6 1
"23655" "subj38" 38 1 15 "item11" 11 "nonIC" "high" "pl" "nonIChigh" 8 "recently" "RC_VERB+1" 457.72 1 8 1
"23668" "subj38" 38 1 35 "item12" 12 "IC" "low" "pl" "IClow" 8 "forever" "RC_VERB+1" 1145.58 1 7 1
"23681" "subj38" 38 1 24 "item13" 13 "nonIC" "low" "pl" "nonIClow" 8 "repeatedly" "RC_VERB+1" 888.98 1 10 1
"23693" "subj38" 38 1 18 "item14" 14 "IC" "high" "pl" "IChigh" 8 "perpetually" "RC_VERB+1" 694.97 1 11 1
"23705" "subj38" 38 1 38 "item15" 15 "nonIC" "high" "pl" "nonIChigh" 8 "adamantly" "RC_VERB+1" 545.22 1 9 1
"23718" "subj38" 38 1 52 "item16" 16 "IC" "low" "pl" "IClow" 8 "nearly" "RC_VERB+1" 521.51 1 6 1
"23731" "subj38" 38 1 43 "item17" 17 "nonIC" "low" "pl" "nonIClow" 8 "generally" "RC_VERB+1" 460.06 1 9 1
"23743" "subj38" 38 1 46 "item18" 18 "IC" "high" "pl" "IChigh" 8 "lately" "RC_VERB+1" 427.05 1 6 1
"23755" "subj38" 38 1 54 "item19" 19 "nonIC" "high" "pl" "nonIChigh" 8 "constantly" "RC_VERB+1" 616.07 1 10 1
"23767" "subj38" 38 1 41 "item20" 20 "IC" "low" "pl" "IClow" 8 "continually" "RC_VERB+1" 523.63 1 11 1
"24171" "subj39" 39 1 40 "item1" 1 "IC" "low" "sg" "IClow" 8 "routinely" "RC_VERB+1" 519.78 1 9 1
"24184" "subj39" 39 1 18 "item2" 2 "nonIC" "low" "sg" "nonIClow" 8 "definitely" "RC_VERB+1" 375.84 1 10 1
"24197" "subj39" 39 1 15 "item3" 3 "IC" "high" "sg" "IChigh" 8 "regularly" "RC_VERB+1" 303.6 1 9 1
"24209" "subj39" 39 1 38 "item4" 4 "nonIC" "high" "sg" "nonIChigh" 8 "consistently" "RC_VERB+1" 248.45 1 12 1
"24221" "subj39" 39 1 59 "item5" 5 "IC" "low" "sg" "IClow" 8 "occasionally" "RC_VERB+1" 334.67 1 12 1
"24233" "subj39" 39 1 36 "item6" 6 "nonIC" "low" "sg" "nonIClow" 8 "deeply" "RC_VERB+1" 350.5 1 6 1
"24246" "subj39" 39 1 53 "item7" 7 "IC" "high" "sg" "IChigh" 8 "supposedly" "RC_VERB+1" 250.89 1 10 1
"24258" "subj39" 39 1 24 "item8" 8 "nonIC" "high" "sg" "nonIChigh" 8 "usually" "RC_VERB+1" 358.94 1 7 1
"24271" "subj39" 39 1 47 "item9" 9 "IC" "low" "sg" "IClow" 8 "often" "RC_VERB+1" 249.6 1 5 1
"24284" "subj39" 39 1 56 "item10" 10 "nonIC" "low" "sg" "nonIClow" 8 "always" "RC_VERB+1" 326.05 1 6 1
"24296" "subj39" 39 1 42 "item11" 11 "IC" "high" "pl" "IChigh" 8 "recently" "RC_VERB+1" 263.27 1 8 1
"24309" "subj39" 39 1 50 "item12" 12 "nonIC" "high" "pl" "nonIChigh" 8 "forever" "RC_VERB+1" 290.18 1 7 1
"24322" "subj39" 39 1 27 "item13" 13 "IC" "low" "pl" "IClow" 8 "repeatedly" "RC_VERB+1" 738.1 1 10 1
"24334" "subj39" 39 1 29 "item14" 14 "nonIC" "low" "pl" "nonIClow" 8 "perpetually" "RC_VERB+1" 327.16 1 11 1
"24346" "subj39" 39 1 21 "item15" 15 "IC" "high" "pl" "IChigh" 8 "adamantly" "RC_VERB+1" 355.61 1 9 1
"24359" "subj39" 39 1 63 "item16" 16 "nonIC" "high" "pl" "nonIChigh" 8 "nearly" "RC_VERB+1" 343.96 1 6 1
"24384" "subj39" 39 1 34 "item18" 18 "nonIC" "low" "pl" "nonIClow" 8 "lately" "RC_VERB+1" 303.2 1 6 1
"24396" "subj39" 39 1 44 "item19" 19 "IC" "high" "pl" "IChigh" 8 "constantly" "RC_VERB+1" 310.67 1 10 1
"24408" "subj39" 39 1 61 "item20" 20 "nonIC" "high" "pl" "nonIChigh" 8 "continually" "RC_VERB+1" 339.28 1 11 1
"24812" "subj40" 40 1 26 "item1" 1 "nonIC" "high" "sg" "nonIChigh" 8 "routinely" "RC_VERB+1" 599.44 1 9 1
"24825" "subj40" 40 1 19 "item2" 2 "IC" "low" "sg" "IClow" 8 "definitely" "RC_VERB+1" 486.73 1 10 1
"24838" "subj40" 40 1 15 "item3" 3 "nonIC" "low" "sg" "nonIClow" 8 "regularly" "RC_VERB+1" 506.45 1 9 1
"24850" "subj40" 40 1 29 "item4" 4 "IC" "high" "sg" "IChigh" 8 "consistently" "RC_VERB+1" 393.09 1 12 1
"24862" "subj40" 40 1 57 "item5" 5 "nonIC" "high" "sg" "nonIChigh" 8 "occasionally" "RC_VERB+1" 422.91 1 12 1
"24874" "subj40" 40 1 45 "item6" 6 "IC" "low" "sg" "IClow" 8 "deeply" "RC_VERB+1" 425.36 1 6 1
"24887" "subj40" 40 1 43 "item7" 7 "nonIC" "low" "sg" "nonIClow" 8 "supposedly" "RC_VERB+1" 436.13 1 10 1
"24899" "subj40" 40 1 49 "item8" 8 "IC" "high" "sg" "IChigh" 8 "usually" "RC_VERB+1" 409.34 1 7 1
"24912" "subj40" 40 1 52 "item9" 9 "nonIC" "high" "sg" "nonIChigh" 8 "often" "RC_VERB+1" 279.98 1 5 1
"24937" "subj40" 40 1 22 "item11" 11 "nonIC" "low" "pl" "nonIClow" 8 "recently" "RC_VERB+1" 595.29 1 8 1
"24950" "subj40" 40 1 40 "item12" 12 "IC" "high" "pl" "IChigh" 8 "forever" "RC_VERB+1" 392.09 1 7 1
"24963" "subj40" 40 1 32 "item13" 13 "nonIC" "high" "pl" "nonIChigh" 8 "repeatedly" "RC_VERB+1" 861.43 1 10 1
"24975" "subj40" 40 1 24 "item14" 14 "IC" "low" "pl" "IClow" 8 "perpetually" "RC_VERB+1" 766.25 1 11 1
"24987" "subj40" 40 1 60 "item15" 15 "nonIC" "low" "pl" "nonIClow" 8 "adamantly" "RC_VERB+1" 301.36 1 9 1
"25000" "subj40" 40 1 47 "item16" 16 "IC" "high" "pl" "IChigh" 8 "nearly" "RC_VERB+1" 313.36 1 6 1
"25013" "subj40" 40 1 35 "item17" 17 "nonIC" "high" "pl" "nonIChigh" 8 "generally" "RC_VERB+1" 473.78 1 9 1
"25025" "subj40" 40 1 38 "item18" 18 "IC" "low" "pl" "IClow" 8 "lately" "RC_VERB+1" 541.52 1 6 1
"25037" "subj40" 40 1 62 "item19" 19 "nonIC" "low" "pl" "nonIClow" 8 "constantly" "RC_VERB+1" 218.36 1 10 1
"25049" "subj40" 40 1 17 "item20" 20 "IC" "high" "pl" "IChigh" 8 "continually" "RC_VERB+1" 402.9 1 11 1
"25453" "subj41" 41 1 47 "item1" 1 "IC" "high" "sg" "IChigh" 8 "routinely" "RC_VERB+1" 449.26 1 9 1
"25479" "subj41" 41 1 61 "item3" 3 "IC" "low" "sg" "IClow" 8 "regularly" "RC_VERB+1" 359.27 1 9 1
"25491" "subj41" 41 1 21 "item4" 4 "nonIC" "low" "sg" "nonIClow" 8 "consistently" "RC_VERB+1" 455.93 1 12 1
"25503" "subj41" 41 1 55 "item5" 5 "IC" "high" "sg" "IChigh" 8 "occasionally" "RC_VERB+1" 349.15 1 12 1
"25540" "subj41" 41 1 15 "item8" 8 "nonIC" "low" "sg" "nonIClow" 8 "usually" "RC_VERB+1" 449.3 1 7 1
"25553" "subj41" 41 1 34 "item9" 9 "IC" "high" "sg" "IChigh" 8 "often" "RC_VERB+1" 383.74 1 5 1
"25566" "subj41" 41 1 59 "item10" 10 "nonIC" "high" "sg" "nonIChigh" 8 "always" "RC_VERB+1" 359.45 1 6 1
"25578" "subj41" 41 1 42 "item11" 11 "IC" "low" "pl" "IClow" 8 "recently" "RC_VERB+1" 419.02 1 8 1
"25591" "subj41" 41 1 50 "item12" 12 "nonIC" "low" "pl" "nonIClow" 8 "forever" "RC_VERB+1" 514.09 1 7 1
"25604" "subj41" 41 1 44 "item13" 13 "IC" "high" "pl" "IChigh" 8 "repeatedly" "RC_VERB+1" 458.94 1 10 1
"25628" "subj41" 41 1 37 "item15" 15 "IC" "low" "pl" "IClow" 8 "adamantly" "RC_VERB+1" 579.99 1 9 1
"25641" "subj41" 41 1 23 "item16" 16 "nonIC" "low" "pl" "nonIClow" 8 "nearly" "RC_VERB+1" 495.81 1 6 1
"25654" "subj41" 41 1 52 "item17" 17 "IC" "high" "pl" "IChigh" 8 "generally" "RC_VERB+1" 420.46 1 9 1
"25666" "subj41" 41 1 57 "item18" 18 "nonIC" "high" "pl" "nonIChigh" 8 "lately" "RC_VERB+1" 338.38 1 6 1
"25678" "subj41" 41 1 29 "item19" 19 "IC" "low" "pl" "IClow" 8 "constantly" "RC_VERB+1" 672.42 1 10 1
"25690" "subj41" 41 1 31 "item20" 20 "nonIC" "low" "pl" "nonIClow" 8 "continually" "RC_VERB+1" 389.76 1 11 1
"26094" "subj42" 42 1 50 "item1" 1 "nonIC" "low" "sg" "nonIClow" 8 "routinely" "RC_VERB+1" 576.57 1 9 1
"26107" "subj42" 42 1 31 "item2" 2 "IC" "high" "sg" "IChigh" 8 "definitely" "RC_VERB+1" 527.48 1 10 1
"26120" "subj42" 42 1 48 "item3" 3 "nonIC" "high" "sg" "nonIChigh" 8 "regularly" "RC_VERB+1" 1240.54 1 9 1
"26144" "subj42" 42 1 26 "item5" 5 "nonIC" "low" "sg" "nonIClow" 8 "occasionally" "RC_VERB+1" 441.92 1 12 1
"26194" "subj42" 42 1 18 "item9" 9 "nonIC" "low" "sg" "nonIClow" 8 "often" "RC_VERB+1" 462.65 1 5 1
"26207" "subj42" 42 1 28 "item10" 10 "IC" "high" "sg" "IChigh" 8 "always" "RC_VERB+1" 423.54 1 6 1
"26219" "subj42" 42 1 55 "item11" 11 "nonIC" "high" "pl" "nonIChigh" 8 "recently" "RC_VERB+1" 279.87 1 8 1
"26232" "subj42" 42 1 20 "item12" 12 "IC" "low" "pl" "IClow" 8 "forever" "RC_VERB+1" 745.7 1 7 1
"26245" "subj42" 42 1 40 "item13" 13 "nonIC" "low" "pl" "nonIClow" 8 "repeatedly" "RC_VERB+1" 984.84 1 10 1
"26257" "subj42" 42 1 33 "item14" 14 "IC" "high" "pl" "IChigh" 8 "perpetually" "RC_VERB+1" 724.17 1 11 1
"26269" "subj42" 42 1 35 "item15" 15 "nonIC" "high" "pl" "nonIChigh" 8 "adamantly" "RC_VERB+1" 676.94 1 9 1
"26282" "subj42" 42 1 58 "item16" 16 "IC" "low" "pl" "IClow" 8 "nearly" "RC_VERB+1" 348.41 1 6 1
"26295" "subj42" 42 1 61 "item17" 17 "nonIC" "low" "pl" "nonIClow" 8 "generally" "RC_VERB+1" 1060.42 1 9 1
"26307" "subj42" 42 1 52 "item18" 18 "IC" "high" "pl" "IChigh" 8 "lately" "RC_VERB+1" 424.74 1 6 1
"26319" "subj42" 42 1 42 "item19" 19 "nonIC" "high" "pl" "nonIChigh" 8 "constantly" "RC_VERB+1" 415.15 1 10 1
"26331" "subj42" 42 1 15 "item20" 20 "IC" "low" "pl" "IClow" 8 "continually" "RC_VERB+1" 813.49 1 11 1
"26735" "subj43" 43 1 29 "item1" 1 "IC" "low" "sg" "IClow" 8 "routinely" "RC_VERB+1" 672.45 1 9 1
"26748" "subj43" 43 1 48 "item2" 2 "nonIC" "low" "sg" "nonIClow" 8 "definitely" "RC_VERB+1" 451.71 1 10 1
"26773" "subj43" 43 1 24 "item4" 4 "nonIC" "high" "sg" "nonIChigh" 8 "consistently" "RC_VERB+1" 505.62 1 12 1
"26785" "subj43" 43 1 63 "item5" 5 "IC" "low" "sg" "IClow" 8 "occasionally" "RC_VERB+1" 575.04 1 12 1
"26797" "subj43" 43 1 15 "item6" 6 "nonIC" "low" "sg" "nonIClow" 8 "deeply" "RC_VERB+1" 479.65 1 6 1
"26810" "subj43" 43 1 31 "item7" 7 "IC" "high" "sg" "IChigh" 8 "supposedly" "RC_VERB+1" 589.76 1 10 1
"26822" "subj43" 43 1 40 "item8" 8 "nonIC" "high" "sg" "nonIChigh" 8 "usually" "RC_VERB+1" 408.96 1 7 1
"26835" "subj43" 43 1 60 "item9" 9 "IC" "low" "sg" "IClow" 8 "often" "RC_VERB+1" 578.24 1 5 1
"26848" "subj43" 43 1 45 "item10" 10 "nonIC" "low" "sg" "nonIClow" 8 "always" "RC_VERB+1" 476.12 1 6 1
"26860" "subj43" 43 1 38 "item11" 11 "IC" "high" "pl" "IChigh" 8 "recently" "RC_VERB+1" 642.64 1 8 1
"26873" "subj43" 43 1 21 "item12" 12 "nonIC" "high" "pl" "nonIChigh" 8 "forever" "RC_VERB+1" 791.29 1 7 1
"26886" "subj43" 43 1 53 "item13" 13 "IC" "low" "pl" "IClow" 8 "repeatedly" "RC_VERB+1" 1505.84 1 10 1
"26923" "subj43" 43 1 27 "item16" 16 "nonIC" "high" "pl" "nonIChigh" 8 "nearly" "RC_VERB+1" 560.17 1 6 1
"26948" "subj43" 43 1 18 "item18" 18 "nonIC" "low" "pl" "nonIClow" 8 "lately" "RC_VERB+1" 815.01 1 6 1
"26960" "subj43" 43 1 34 "item19" 19 "IC" "high" "pl" "IChigh" 8 "constantly" "RC_VERB+1" 441.73 1 10 1
"26972" "subj43" 43 1 42 "item20" 20 "nonIC" "high" "pl" "nonIChigh" 8 "continually" "RC_VERB+1" 652.2 1 11 1
"27376" "subj44" 44 1 50 "item1" 1 "nonIC" "high" "sg" "nonIChigh" 8 "routinely" "RC_VERB+1" 306.98 1 9 1
"27389" "subj44" 44 1 61 "item2" 2 "IC" "low" "sg" "IClow" 8 "definitely" "RC_VERB+1" 209.02 1 10 1
"27402" "subj44" 44 1 32 "item3" 3 "nonIC" "low" "sg" "nonIClow" 8 "regularly" "RC_VERB+1" 404.48 1 9 1
"27414" "subj44" 44 1 41 "item4" 4 "IC" "high" "sg" "IChigh" 8 "consistently" "RC_VERB+1" 232.84 1 12 1
"27426" "subj44" 44 1 23 "item5" 5 "nonIC" "high" "sg" "nonIChigh" 8 "occasionally" "RC_VERB+1" 276.42 1 12 1
"27438" "subj44" 44 1 29 "item6" 6 "IC" "low" "sg" "IClow" 8 "deeply" "RC_VERB+1" 339.52 1 6 1
"27463" "subj44" 44 1 58 "item8" 8 "IC" "high" "sg" "IChigh" 8 "usually" "RC_VERB+1" 256.55 1 7 1
"27476" "subj44" 44 1 21 "item9" 9 "nonIC" "high" "sg" "nonIChigh" 8 "often" "RC_VERB+1" 266.33 1 5 1
"27489" "subj44" 44 1 48 "item10" 10 "IC" "low" "sg" "IClow" 8 "always" "RC_VERB+1" 256.64 1 6 1
"27501" "subj44" 44 1 38 "item11" 11 "nonIC" "low" "pl" "nonIClow" 8 "recently" "RC_VERB+1" 261.01 1 8 1
"27514" "subj44" 44 1 35 "item12" 12 "IC" "high" "pl" "IChigh" 8 "forever" "RC_VERB+1" 305.95 1 7 1
"27527" "subj44" 44 1 19 "item13" 13 "nonIC" "high" "pl" "nonIChigh" 8 "repeatedly" "RC_VERB+1" 312.24 1 10 1
"27551" "subj44" 44 1 55 "item15" 15 "nonIC" "low" "pl" "nonIClow" 8 "adamantly" "RC_VERB+1" 226.77 1 9 1
"27564" "subj44" 44 1 26 "item16" 16 "IC" "high" "pl" "IChigh" 8 "nearly" "RC_VERB+1" 314.33 1 6 1
"27577" "subj44" 44 1 52 "item17" 17 "nonIC" "high" "pl" "nonIChigh" 8 "generally" "RC_VERB+1" 255.54 1 9 1
"27589" "subj44" 44 1 17 "item18" 18 "IC" "low" "pl" "IClow" 8 "lately" "RC_VERB+1" 240.74 1 6 1
"27601" "subj44" 44 1 45 "item19" 19 "nonIC" "low" "pl" "nonIClow" 8 "constantly" "RC_VERB+1" 264.08 1 10 1
"27613" "subj44" 44 1 15 "item20" 20 "IC" "high" "pl" "IChigh" 8 "continually" "RC_VERB+1" 376.57 1 11 1
"28017" "subj45" 45 1 44 "item1" 1 "IC" "high" "sg" "IChigh" 8 "routinely" "RC_VERB+1" 531.37 1 9 1
"28030" "subj45" 45 1 36 "item2" 2 "nonIC" "high" "sg" "nonIChigh" 8 "definitely" "RC_VERB+1" 422.68 1 10 1
"28043" "subj45" 45 1 29 "item3" 3 "IC" "low" "sg" "IClow" 8 "regularly" "RC_VERB+1" 329.65 1 9 1
"28055" "subj45" 45 1 27 "item4" 4 "nonIC" "low" "sg" "nonIClow" 8 "consistently" "RC_VERB+1" 1297.17 1 12 1
"28067" "subj45" 45 1 31 "item5" 5 "IC" "high" "sg" "IChigh" 8 "occasionally" "RC_VERB+1" 817.71 1 12 1
"28079" "subj45" 45 1 25 "item6" 6 "nonIC" "high" "sg" "nonIChigh" 8 "deeply" "RC_VERB+1" 507.43 1 6 1
"28104" "subj45" 45 1 55 "item8" 8 "nonIC" "low" "sg" "nonIClow" 8 "usually" "RC_VERB+1" 360.92 1 7 1
"28117" "subj45" 45 1 47 "item9" 9 "IC" "high" "sg" "IChigh" 8 "often" "RC_VERB+1" 220.89 1 5 1
"28130" "subj45" 45 1 39 "item10" 10 "nonIC" "high" "sg" "nonIChigh" 8 "always" "RC_VERB+1" 493.95 1 6 1
"28155" "subj45" 45 1 58 "item12" 12 "nonIC" "low" "pl" "nonIClow" 8 "forever" "RC_VERB+1" 301.24 1 7 1
"28168" "subj45" 45 1 41 "item13" 13 "IC" "high" "pl" "IChigh" 8 "repeatedly" "RC_VERB+1" 614.69 1 10 1
"28180" "subj45" 45 1 63 "item14" 14 "nonIC" "high" "pl" "nonIChigh" 8 "perpetually" "RC_VERB+1" 525.46 1 11 1
"28192" "subj45" 45 1 50 "item15" 15 "IC" "low" "pl" "IClow" 8 "adamantly" "RC_VERB+1" 335.23 1 9 1
"28205" "subj45" 45 1 20 "item16" 16 "nonIC" "low" "pl" "nonIClow" 8 "nearly" "RC_VERB+1" 593.19 1 6 1
"28218" "subj45" 45 1 33 "item17" 17 "IC" "high" "pl" "IChigh" 8 "generally" "RC_VERB+1" 817.69 1 9 1
"28230" "subj45" 45 1 53 "item18" 18 "nonIC" "high" "pl" "nonIChigh" 8 "lately" "RC_VERB+1" 403.35 1 6 1
"28658" "subj46" 46 1 61 "item1" 1 "nonIC" "low" "sg" "nonIClow" 8 "routinely" "RC_VERB+1" 961.7 1 9 1
"28671" "subj46" 46 1 38 "item2" 2 "IC" "high" "sg" "IChigh" 8 "definitely" "RC_VERB+1" 555 1 10 1
"28720" "subj46" 46 1 42 "item6" 6 "IC" "high" "sg" "IChigh" 8 "deeply" "RC_VERB+1" 410.17 1 6 1
"28733" "subj46" 46 1 31 "item7" 7 "nonIC" "high" "sg" "nonIChigh" 8 "supposedly" "RC_VERB+1" 658.31 1 10 1
"28745" "subj46" 46 1 15 "item8" 8 "IC" "low" "sg" "IClow" 8 "usually" "RC_VERB+1" 758.57 1 7 1
"28758" "subj46" 46 1 63 "item9" 9 "nonIC" "low" "sg" "nonIClow" 8 "often" "RC_VERB+1" 511.14 1 5 1
"28771" "subj46" 46 1 51 "item10" 10 "IC" "high" "sg" "IChigh" 8 "always" "RC_VERB+1" 282.85 1 6 1
"28783" "subj46" 46 1 48 "item11" 11 "nonIC" "high" "pl" "nonIChigh" 8 "recently" "RC_VERB+1" 555.49 1 8 1
"28833" "subj46" 46 1 18 "item15" 15 "nonIC" "high" "pl" "nonIChigh" 8 "adamantly" "RC_VERB+1" 808.77 1 9 1
"28846" "subj46" 46 1 45 "item16" 16 "IC" "low" "pl" "IClow" 8 "nearly" "RC_VERB+1" 1302.82 1 6 1
"28859" "subj46" 46 1 54 "item17" 17 "nonIC" "low" "pl" "nonIClow" 8 "generally" "RC_VERB+1" 754.06 1 9 1
"28883" "subj46" 46 1 28 "item19" 19 "nonIC" "high" "pl" "nonIChigh" 8 "constantly" "RC_VERB+1" 1347.42 1 10 1
"28895" "subj46" 46 1 25 "item20" 20 "IC" "low" "pl" "IClow" 8 "continually" "RC_VERB+1" 683.72 1 11 1
"29299" "subj47" 47 1 15 "item1" 1 "IC" "low" "sg" "IClow" 8 "routinely" "RC_VERB+1" 626.16 1 9 1
"29312" "subj47" 47 1 23 "item2" 2 "nonIC" "low" "sg" "nonIClow" 8 "definitely" "RC_VERB+1" 595.48 1 10 1
"29361" "subj47" 47 1 26 "item6" 6 "nonIC" "low" "sg" "nonIClow" 8 "deeply" "RC_VERB+1" 560.05 1 6 1
"29374" "subj47" 47 1 49 "item7" 7 "IC" "high" "sg" "IChigh" 8 "supposedly" "RC_VERB+1" 435.96 1 10 1
"29386" "subj47" 47 1 47 "item8" 8 "nonIC" "high" "sg" "nonIChigh" 8 "usually" "RC_VERB+1" 397.44 1 7 1
"29399" "subj47" 47 1 42 "item9" 9 "IC" "low" "sg" "IClow" 8 "often" "RC_VERB+1" 881.69 1 5 1
"29412" "subj47" 47 1 55 "item10" 10 "nonIC" "low" "sg" "nonIClow" 8 "always" "RC_VERB+1" 370.89 1 6 1
"29437" "subj47" 47 1 31 "item12" 12 "nonIC" "high" "pl" "nonIChigh" 8 "forever" "RC_VERB+1" 1138.84 1 7 1
"29450" "subj47" 47 1 52 "item13" 13 "IC" "low" "pl" "IClow" 8 "repeatedly" "RC_VERB+1" 368.56 1 10 1
"29462" "subj47" 47 1 19 "item14" 14 "nonIC" "low" "pl" "nonIClow" 8 "perpetually" "RC_VERB+1" 1530.65 1 11 1
"29474" "subj47" 47 1 45 "item15" 15 "IC" "high" "pl" "IChigh" 8 "adamantly" "RC_VERB+1" 487.42 1 9 1
"29487" "subj47" 47 1 58 "item16" 16 "nonIC" "high" "pl" "nonIChigh" 8 "nearly" "RC_VERB+1" 373.91 1 6 1
"29512" "subj47" 47 1 36 "item18" 18 "nonIC" "low" "pl" "nonIClow" 8 "lately" "RC_VERB+1" 1033.03 1 6 1
"29524" "subj47" 47 1 60 "item19" 19 "IC" "high" "pl" "IChigh" 8 "constantly" "RC_VERB+1" 574.25 1 10 1
"29536" "subj47" 47 1 39 "item20" 20 "nonIC" "high" "pl" "nonIChigh" 8 "continually" "RC_VERB+1" 1912.43 1 11 1
"29940" "subj48" 48 1 55 "item1" 1 "nonIC" "high" "sg" "nonIChigh" 8 "routinely" "RC_VERB+1" 477.97 1 9 1
"29953" "subj48" 48 1 35 "item2" 2 "IC" "low" "sg" "IClow" 8 "definitely" "RC_VERB+1" 524.85 1 10 1
"29978" "subj48" 48 1 20 "item4" 4 "IC" "high" "sg" "IChigh" 8 "consistently" "RC_VERB+1" 266.89 1 12 1
"29990" "subj48" 48 1 17 "item5" 5 "nonIC" "high" "sg" "nonIChigh" 8 "occasionally" "RC_VERB+1" 1433.77 1 12 1
"30002" "subj48" 48 1 52 "item6" 6 "IC" "low" "sg" "IClow" 8 "deeply" "RC_VERB+1" 353.4 1 6 1
"30027" "subj48" 48 1 32 "item8" 8 "IC" "high" "sg" "IChigh" 8 "usually" "RC_VERB+1" 458.99 1 7 1
"30040" "subj48" 48 1 45 "item9" 9 "nonIC" "high" "sg" "nonIChigh" 8 "often" "RC_VERB+1" 582.78 1 5 1
"30053" "subj48" 48 1 63 "item10" 10 "IC" "low" "sg" "IClow" 8 "always" "RC_VERB+1" 1035.1 1 6 1
"30065" "subj48" 48 1 57 "item11" 11 "nonIC" "low" "pl" "nonIClow" 8 "recently" "RC_VERB+1" 371.79 1 8 1
"30115" "subj48" 48 1 47 "item15" 15 "nonIC" "low" "pl" "nonIClow" 8 "adamantly" "RC_VERB+1" 727.15 1 9 1
"30128" "subj48" 48 1 60 "item16" 16 "IC" "high" "pl" "IChigh" 8 "nearly" "RC_VERB+1" 350.94 1 6 1
"30141" "subj48" 48 1 40 "item17" 17 "nonIC" "high" "pl" "nonIChigh" 8 "generally" "RC_VERB+1" 430.99 1 9 1
"30153" "subj48" 48 1 50 "item18" 18 "IC" "low" "pl" "IClow" 8 "lately" "RC_VERB+1" 390.32 1 6 1
"30165" "subj48" 48 1 27 "item19" 19 "nonIC" "low" "pl" "nonIClow" 8 "constantly" "RC_VERB+1" 424.18 1 10 1
"30177" "subj48" 48 1 43 "item20" 20 "IC" "high" "pl" "IChigh" 8 "continually" "RC_VERB+1" 320.59 1 11 1
"30581" "subj49" 49 1 59 "item1" 1 "IC" "high" "sg" "IChigh" 8 "routinely" "RC_VERB+1" 746.05 1 9 1
"30594" "subj49" 49 1 22 "item2" 2 "nonIC" "high" "sg" "nonIChigh" 8 "definitely" "RC_VERB+1" 549.22 1 10 1
"30607" "subj49" 49 1 54 "item3" 3 "IC" "low" "sg" "IClow" 8 "regularly" "RC_VERB+1" 987.63 1 9 1
"30631" "subj49" 49 1 17 "item5" 5 "IC" "high" "sg" "IChigh" 8 "occasionally" "RC_VERB+1" 1050.7 1 12 1
"30643" "subj49" 49 1 32 "item6" 6 "nonIC" "high" "sg" "nonIChigh" 8 "deeply" "RC_VERB+1" 848.92 1 6 1
"30656" "subj49" 49 1 47 "item7" 7 "IC" "low" "sg" "IClow" 8 "supposedly" "RC_VERB+1" 879.66 1 10 1
"30668" "subj49" 49 1 27 "item8" 8 "nonIC" "low" "sg" "nonIClow" 8 "usually" "RC_VERB+1" 670.94 1 7 1
"30681" "subj49" 49 1 42 "item9" 9 "IC" "high" "sg" "IChigh" 8 "often" "RC_VERB+1" 586.72 1 5 1
"30694" "subj49" 49 1 25 "item10" 10 "nonIC" "high" "sg" "nonIChigh" 8 "always" "RC_VERB+1" 551.07 1 6 1
"30719" "subj49" 49 1 52 "item12" 12 "nonIC" "low" "pl" "nonIClow" 8 "forever" "RC_VERB+1" 1470.85 1 7 1
"30732" "subj49" 49 1 56 "item13" 13 "IC" "high" "pl" "IChigh" 8 "repeatedly" "RC_VERB+1" 663.48 1 10 1
"30744" "subj49" 49 1 50 "item14" 14 "nonIC" "high" "pl" "nonIChigh" 8 "perpetually" "RC_VERB+1" 1574.94 1 11 1
"30769" "subj49" 49 1 34 "item16" 16 "nonIC" "low" "pl" "nonIClow" 8 "nearly" "RC_VERB+1" 390.64 1 6 1
"30782" "subj49" 49 1 39 "item17" 17 "IC" "high" "pl" "IChigh" 8 "generally" "RC_VERB+1" 547.81 1 9 1
"30806" "subj49" 49 1 37 "item19" 19 "IC" "low" "pl" "IClow" 8 "constantly" "RC_VERB+1" 785.88 1 10 1
"30818" "subj49" 49 1 19 "item20" 20 "nonIC" "low" "pl" "nonIClow" 8 "continually" "RC_VERB+1" 729.41 1 11 1
"31863" "subj51" 51 1 53 "item1" 1 "IC" "low" "sg" "IClow" 8 "routinely" "RC_VERB+1" 361.78 1 9 1
"31876" "subj51" 51 1 37 "item2" 2 "nonIC" "low" "sg" "nonIClow" 8 "definitely" "RC_VERB+1" 373.59 1 10 1
"31889" "subj51" 51 1 57 "item3" 3 "IC" "high" "sg" "IChigh" 8 "regularly" "RC_VERB+1" 433.42 1 9 1
"31901" "subj51" 51 1 34 "item4" 4 "nonIC" "high" "sg" "nonIChigh" 8 "consistently" "RC_VERB+1" 511.52 1 12 1
"31913" "subj51" 51 1 46 "item5" 5 "IC" "low" "sg" "IClow" 8 "occasionally" "RC_VERB+1" 930.96 1 12 1
"31925" "subj51" 51 1 50 "item6" 6 "nonIC" "low" "sg" "nonIClow" 8 "deeply" "RC_VERB+1" 482.99 1 6 1
